id,bulletin_date,patch_level,category,published,modified,commit_start,commit_end,nvd_severity,nvd_score,nvd_severity_v3,nvd_score_v3
CVE-2022-20240,2022-12-05 00:00:00,2022-12-01,system,2022-12-13,2022-12-13,2022-04-29 14:13:29-07:00,2022-05-13 15:15:33-07:00,,,LOW,2.3
CVE-2022-20478,2022-12-05 00:00:00,2022-12-01,system,2022-12-13,2022-12-13,2022-08-19 09:54:23-04:00,2022-09-06 17:49:18-04:00,,,HIGH,7.8
CVE-2022-20479,2022-12-05 00:00:00,2022-12-01,system,2022-12-13,2022-12-13,2022-08-19 09:54:23-04:00,2022-09-06 17:49:18-04:00,,,HIGH,7.8
CVE-2022-20480,2022-12-05 00:00:00,2022-12-01,system,2022-12-13,2022-12-13,2022-08-19 09:54:23-04:00,2022-09-06 17:49:18-04:00,,,HIGH,7.8
CVE-2022-20484,2022-12-05 00:00:00,2022-12-01,system,2022-12-13,2022-12-13,2022-08-19 09:54:23-04:00,2022-09-06 17:49:18-04:00,,,HIGH,7.8
CVE-2022-20487,2022-12-05 00:00:00,2022-12-01,system,2022-12-13,2022-12-13,2022-08-19 09:54:23-04:00,2022-09-06 17:49:18-04:00,,,HIGH,7.8
CVE-2022-20488,2022-12-05 00:00:00,2022-12-01,system,2022-12-13,2022-12-13,2022-08-19 09:54:23-04:00,2022-09-06 17:49:18-04:00,,,HIGH,7.8
CVE-2022-20495,2022-12-05 00:00:00,2022-12-01,system,2022-12-13,2022-12-13,2022-09-01 10:14:24-07:00,2022-09-01 20:17:54+00:00,,,HIGH,7.8
CVE-2022-20501,2022-12-05 00:00:00,2022-12-01,system,2022-12-13,2022-12-13,2022-09-27 15:19:05-07:00,2022-09-27 22:43:22+00:00,,,HIGH,7.3
CVE-2022-20466,2022-12-05 00:00:00,2022-12-01,system,2022-12-13,2022-12-13,2022-03-30 16:01:10-04:00,2022-08-09 04:12:10+00:00,,,MEDIUM,5.5
CVE-2022-20471,2022-12-05 00:00:00,2022-12-01,system,2022-12-13,2022-12-13,2022-09-17 17:20:14-07:00,2022-09-20 14:56:30-07:00,,,MEDIUM,5.5
CVE-2022-20483,2022-12-05 00:00:00,2022-12-01,system,2022-12-13,2022-12-13,2022-08-14 23:08:20+00:00,2022-08-22 18:26:25+00:00,,,HIGH,7.5
CVE-2022-20497,2022-12-05 00:00:00,2022-12-01,system,2022-12-13,2022-12-13,2022-07-21 16:15:11+00:00,2022-07-21 20:46:37+00:00,,,MEDIUM,4.6
CVE-2022-20468,2022-12-05 00:00:00,2022-12-01,system,2022-12-13,2022-12-13,2022-08-06 02:39:12+00:00,2022-08-25 20:42:01+00:00,,,MEDIUM,6.5
CVE-2021-39795,2022-12-05 00:00:00,2022-12-01,google play system updates,2022-04-12,2022-06-07,,,,,,
CVE-2021-39617,2022-12-05 00:00:00,2022-12-01,google play system updates,2022-12-13,2022-12-13,,,,,HIGH,7.8
CVE-2022-20442,2022-12-05 00:00:00,2022-12-01,google play system updates,2022-12-13,2022-12-13,,,,,HIGH,7.3
CVE-2022-23960,2022-12-05 00:00:00,2022-12-01,kernel,2022-03-12,2022-07-04,2021-10-17 13:42:25+01:00,2022-03-18 12:07:59+01:00,LOW,1.9,MEDIUM,5.6
CVE-2021-39660,2022-12-05 00:00:00,2022-12-01,imagination technologies,2022-12-13,2022-12-13,,,,,HIGH,7.0
CVE-2022-32594,2022-12-05 00:00:00,2022-12-01,mediatek components,2022-12-05,2022-12-05,,,,,MEDIUM,6.7
CVE-2022-32596,2022-12-05 00:00:00,2022-12-01,mediatek components,2022-12-05,2022-12-05,,,,,MEDIUM,6.7
CVE-2022-32597,2022-12-05 00:00:00,2022-12-01,mediatek components,2022-12-05,2022-12-05,,,,,MEDIUM,6.7
CVE-2022-32598,2022-12-05 00:00:00,2022-12-01,mediatek components,2022-12-05,2022-12-05,,,,,MEDIUM,6.7
CVE-2022-32619,2022-12-05 00:00:00,2022-12-01,mediatek components,2022-12-05,2022-12-05,,,,,MEDIUM,6.7
CVE-2022-32620,2022-12-05 00:00:00,2022-12-01,mediatek components,2022-12-05,2022-12-05,,,,,MEDIUM,6.7
CVE-2022-39106,2022-12-05 00:00:00,2022-12-01,unisoc components,2022-12-06,2022-12-06,,,,,MEDIUM,5.5
CVE-2022-39131,2022-12-05 00:00:00,2022-12-01,unisoc components,2022-12-06,2022-12-06,,,,,MEDIUM,5.5
CVE-2022-39132,2022-12-05 00:00:00,2022-12-01,unisoc components,2022-12-06,2022-12-06,,,,,MEDIUM,5.5
CVE-2022-39133,2022-12-05 00:00:00,2022-12-01,unisoc components,2022-12-06,2022-12-06,,,,,MEDIUM,5.5
CVE-2022-39134,2022-12-05 00:00:00,2022-12-01,unisoc components,2022-12-06,2022-12-06,,,,,MEDIUM,4.7
CVE-2022-42754,2022-12-05 00:00:00,2022-12-01,unisoc components,2022-12-06,2022-12-06,,,,,MEDIUM,5.5
CVE-2022-42755,2022-12-05 00:00:00,2022-12-01,unisoc components,2022-12-06,2022-12-06,,,,,MEDIUM,5.5
CVE-2022-42756,2022-12-05 00:00:00,2022-12-01,unisoc components,2022-12-06,2022-12-06,,,,,MEDIUM,5.5
CVE-2022-42770,2022-12-05 00:00:00,2022-12-01,unisoc components,2022-12-06,2022-12-06,,,,,MEDIUM,4.7
CVE-2022-42771,2022-12-05 00:00:00,2022-12-01,unisoc components,2022-12-06,2022-12-06,,,,,MEDIUM,4.7
CVE-2022-42772,2022-12-05 00:00:00,2022-12-01,unisoc components,2022-12-06,2022-12-06,,,,,MEDIUM,5.5
CVE-2022-39129,2022-12-05 00:00:00,2022-12-01,unisoc components,2022-12-06,2022-12-06,,,,,MEDIUM,5.5
CVE-2022-39130,2022-12-05 00:00:00,2022-12-01,unisoc components,2022-12-06,2022-12-06,,,,,MEDIUM,5.5
CVE-2022-33268,2022-12-05 00:00:00,2022-12-01,qualcomm components,2022-12-13,2022-12-13,2018-10-29 16:47:04+00:00,2022-06-09 09:47:19+00:00,,,HIGH,8.1
CVE-2022-25672,2022-12-05 00:00:00,2022-12-01,qualcomm closed-source components,2022-12-13,2022-12-13,,,,,HIGH,7.5
CVE-2022-25673,2022-12-05 00:00:00,2022-12-01,qualcomm closed-source components,2022-12-13,2022-12-13,,,,,HIGH,7.5
CVE-2022-25681,2022-12-05 00:00:00,2022-12-01,qualcomm closed-source components,2022-12-13,2022-12-13,,,,,HIGH,7.8
CVE-2022-25682,2022-12-05 00:00:00,2022-12-01,qualcomm closed-source components,2022-12-13,2022-12-13,,,,,HIGH,7.8
CVE-2022-25685,2022-12-05 00:00:00,2022-12-01,qualcomm closed-source components,2022-12-13,2022-12-13,,,,,HIGH,7.5
CVE-2022-25689,2022-12-05 00:00:00,2022-12-01,qualcomm closed-source components,2022-12-13,2022-12-13,,,,,HIGH,7.5
CVE-2022-25691,2022-12-05 00:00:00,2022-12-01,qualcomm closed-source components,2022-12-13,2022-12-13,,,,,HIGH,7.5
CVE-2022-25692,2022-12-05 00:00:00,2022-12-01,qualcomm closed-source components,2022-12-13,2022-12-13,,,,,HIGH,7.5
CVE-2022-25695,2022-12-05 00:00:00,2022-12-01,qualcomm closed-source components,2022-12-13,2022-12-13,,,,,HIGH,7.8
CVE-2022-25697,2022-12-05 00:00:00,2022-12-01,qualcomm closed-source components,2022-12-13,2022-12-13,,,,,HIGH,7.8
CVE-2022-25698,2022-12-05 00:00:00,2022-12-01,qualcomm closed-source components,2022-12-13,2022-12-13,,,,,HIGH,7.8
CVE-2022-25702,2022-12-05 00:00:00,2022-12-01,qualcomm closed-source components,2022-12-13,2022-12-13,,,,,HIGH,7.5
CVE-2022-33235,2022-12-05 00:00:00,2022-12-01,qualcomm closed-source components,2022-12-13,2022-12-13,,,,,HIGH,7.5
CVE-2022-33238,2022-12-05 00:00:00,2022-12-01,qualcomm closed-source components,2022-12-13,2022-12-13,,,,,HIGH,7.5
CVE-2021-0799,2021-11-01 00:00:00,2021-11-01,framework,2021-12-15,2021-12-15,2021-08-24 11:42:58-07:00,2021-09-15 00:10:14+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0921,2021-11-01 00:00:00,2021-11-01,framework,2021-12-15,2021-12-15,2021-06-18 11:17:50-07:00,2021-06-18 11:32:51-07:00,HIGH,7.2,HIGH,7.8
CVE-2021-0923,2021-11-01 00:00:00,2021-11-01,framework,2021-12-15,2021-12-15,2021-08-18 21:41:48+00:00,2021-09-15 00:10:24+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0926,2021-11-01 00:00:00,2021-11-01,framework,2021-12-15,2021-12-15,2021-08-25 23:29:56+00:00,2021-09-15 00:10:44+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0933,2021-11-01 00:00:00,2021-11-01,framework,2021-12-15,2021-12-15,2021-08-13 19:40:04+00:00,2021-09-15 00:10:32+00:00,HIGH,7.9,HIGH,8.0
CVE-2020-13871,2021-11-01 00:00:00,2021-11-01,framework,2020-06-06,2022-03-08,2021-07-12 20:57:49+01:00,2021-07-13 16:41:07+00:00,MEDIUM,5.0,HIGH,7.5
CVE-2021-0653,2021-11-01 00:00:00,2021-11-01,framework,2021-12-15,2021-12-15,2021-05-11 17:01:11-07:00,2021-06-21 17:15:53+00:00,MEDIUM,4.9,MEDIUM,5.5
CVE-2021-0922,2021-11-01 00:00:00,2021-11-01,framework,2021-12-15,2021-12-15,2021-05-04 16:33:54+01:00,2021-05-07 10:34:00+01:00,MEDIUM,4.6,HIGH,7.8
CVE-2021-0928,2021-11-01 00:00:00,2021-11-01,media framework,2021-12-15,2021-12-15,2021-06-09 14:34:54-07:00,2021-06-28 20:32:50+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0650,2021-11-01 00:00:00,2021-11-01,media framework,2021-12-15,2021-12-15,2021-07-05 10:11:29+05:30,2021-07-09 21:14:09-07:00,HIGH,7.1,MEDIUM,6.5
CVE-2021-0918,2021-11-01 00:00:00,2021-11-01,system,2021-12-15,2021-12-15,2021-08-30 15:23:04-07:00,2021-09-15 00:11:00+00:00,HIGH,8.3,HIGH,8.8
CVE-2021-0930,2021-11-01 00:00:00,2021-11-01,system,2021-12-15,2021-12-15,2021-09-07 19:55:32-07:00,2021-09-15 00:10:42+00:00,HIGH,8.3,HIGH,8.8
CVE-2021-0434,2021-11-01 00:00:00,2021-11-01,system,2021-12-15,2021-12-15,2021-06-03 16:38:24+08:00,2021-06-18 04:02:52+00:00,MEDIUM,6.9,HIGH,7.3
CVE-2021-0649,2021-11-01 00:00:00,2021-11-01,system,2021-12-15,2021-12-15,2021-07-29 09:37:48+08:00,2021-07-29 05:33:13+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0932,2021-11-01 00:00:00,2021-11-01,system,2021-12-15,2021-12-15,2021-08-31 10:49:27-07:00,2021-09-10 03:00:41+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0925,2021-11-01 00:00:00,2021-11-01,system,2021-12-15,2021-12-15,2021-08-26 14:03:00-07:00,2021-09-15 00:11:06+00:00,HIGH,7.8,HIGH,7.5
CVE-2021-0931,2021-11-01 00:00:00,2021-11-01,system,2021-12-15,2021-12-15,2021-08-18 16:35:00-07:00,2021-09-15 00:10:18+00:00,MEDIUM,4.7,MEDIUM,5.5
CVE-2021-0919,2021-11-01 00:00:00,2021-11-01,system,2021-12-15,2021-12-15,2021-08-30 15:41:44-07:00,2021-09-10 03:01:02+00:00,LOW,1.9,MEDIUM,5.0
CVE-2021-0653,2021-11-01 00:00:00,2021-11-01,google play system updates,2021-12-15,2021-12-15,,,MEDIUM,4.9,MEDIUM,5.5
CVE-2021-0650,2021-11-01 00:00:00,2021-11-01,google play system updates,2021-12-15,2021-12-15,,,HIGH,7.1,MEDIUM,6.5
CVE-2021-0649,2021-11-01 00:00:00,2021-11-01,google play system updates,2021-12-15,2021-12-15,,,HIGH,7.2,HIGH,7.8
CVE-2021-0920,2021-11-01 00:00:00,2021-11-01,kernel components,2021-12-15,2021-12-16,2021-07-28 14:47:20+02:00,2021-07-28 10:18:00-07:00,MEDIUM,6.9,MEDIUM,6.4
CVE-2021-0924,2021-11-01 00:00:00,2021-11-01,kernel components,2021-12-15,2021-12-15,2021-07-23 18:56:32+08:00,2021-08-03 01:16:47+08:00,HIGH,7.2,HIGH,7.8
CVE-2021-0929,2021-11-01 00:00:00,2021-11-01,kernel components,2021-12-15,2021-12-15,2021-07-25 20:49:06-07:00,2021-08-09 04:57:38+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0889,2021-11-01 00:00:00,2021-11-01,android tv,2021-12-15,2021-12-15,,,HIGH,10.0,CRITICAL,9.8
CVE-2021-0927,2021-11-01 00:00:00,2021-11-01,android tv,2021-12-15,2021-12-15,2021-08-13 15:42:15-07:00,2021-09-15 00:10:26+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0672,2021-11-01 00:00:00,2021-11-01,mediatek components,2021-11-18,2021-12-15,,,LOW,2.1,MEDIUM,5.5
CVE-2021-1924,2021-11-01 00:00:00,2021-11-01,qualcomm closed-source components,2021-11-12,2021-11-12,,,LOW,2.1,MEDIUM,5.5
CVE-2021-1975,2021-11-01 00:00:00,2021-11-01,qualcomm closed-source components,2021-11-12,2021-11-12,,,HIGH,10.0,CRITICAL,9.8
CVE-2021-1921,2021-11-01 00:00:00,2021-11-01,qualcomm closed-source components,2021-11-12,2021-11-12,,,MEDIUM,6.9,HIGH,7.0
CVE-2021-1973,2021-11-01 00:00:00,2021-11-01,qualcomm closed-source components,2021-11-12,2021-11-12,,,HIGH,7.2,HIGH,7.8
CVE-2021-1979,2021-11-01 00:00:00,2021-11-01,qualcomm closed-source components,2021-11-12,2021-11-12,,,HIGH,7.2,HIGH,7.8
CVE-2021-1981,2021-11-01 00:00:00,2021-11-01,qualcomm closed-source components,2021-11-12,2021-11-12,,,MEDIUM,6.4,CRITICAL,9.1
CVE-2021-1982,2021-11-01 00:00:00,2021-11-01,qualcomm closed-source components,2021-11-12,2021-11-12,,,MEDIUM,5.0,HIGH,7.5
CVE-2021-30254,2021-11-01 00:00:00,2021-11-01,qualcomm closed-source components,2021-11-12,2021-11-12,,,HIGH,7.2,HIGH,7.8
CVE-2021-30255,2021-11-01 00:00:00,2021-11-01,qualcomm closed-source components,2021-11-12,2021-11-12,,,HIGH,7.2,HIGH,7.8
CVE-2021-30284,2021-11-01 00:00:00,2021-11-01,qualcomm closed-source components,2021-11-12,2021-11-12,,,MEDIUM,6.4,CRITICAL,9.1
CVE-2021-1048,2021-11-01 00:00:00,2021-11-01,kernel components,2021-12-15,2021-12-15,2020-09-02 11:30:48-04:00,2020-09-02 11:30:48-04:00,HIGH,7.2,HIGH,7.8
CVE-2021-39689,2022-03-07 00:00:00,2022-03-01,android runtime,2022-03-16,2022-03-16,2021-11-19 16:46:28+01:00,2021-12-21 12:16:08+00:00,HIGH,7.2,MEDIUM,6.7
CVE-2021-39692,2022-03-07 00:00:00,2022-03-01,framework,2022-03-16,2022-03-16,2021-12-29 15:09:38+00:00,2022-01-05 15:43:48+00:00,HIGH,9.3,HIGH,7.8
CVE-2021-39693,2022-03-07 00:00:00,2022-03-01,framework,2022-03-16,2022-03-16,2021-12-01 15:15:47-08:00,2021-12-21 00:12:53+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-39695,2022-03-07 00:00:00,2022-03-01,framework,2022-03-16,2022-03-16,2021-12-24 11:47:47+08:00,2021-12-24 12:36:32+08:00,HIGH,7.2,HIGH,7.8
CVE-2021-39697,2022-03-07 00:00:00,2022-03-01,framework,2022-03-16,2022-03-16,2021-11-17 04:30:37+00:00,2021-12-31 11:40:43+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-39690,2022-03-07 00:00:00,2022-03-01,framework,2022-03-16,2022-03-16,2021-07-19 12:02:16-07:00,2022-01-12 18:02:41+00:00,MEDIUM,4.9,MEDIUM,5.5
CVE-2021-39667,2022-03-07 00:00:00,2022-03-01,media framework,2022-03-16,2022-03-16,2021-10-05 15:35:31-07:00,2021-12-06 21:55:35+00:00,MEDIUM,4.3,MEDIUM,6.5
CVE-2021-39708,2022-03-07 00:00:00,2022-03-01,system,2022-03-16,2022-03-16,,,HIGH,10.0,CRITICAL,9.8
CVE-2021-0957,2022-03-07 00:00:00,2022-03-01,system,2022-03-16,2022-03-16,2021-09-17 16:32:58-04:00,2021-09-23 17:12:21-04:00,HIGH,7.2,HIGH,7.8
CVE-2021-39701,2022-03-07 00:00:00,2022-03-01,system,2022-03-16,2022-03-16,2022-01-11 11:58:59-05:00,2022-01-11 18:00:15+00:00,HIGH,9.3,HIGH,7.8
CVE-2021-39702,2022-03-07 00:00:00,2022-03-01,system,2022-03-16,2022-03-16,2021-12-08 11:08:44+00:00,2022-01-05 20:19:47+00:00,HIGH,9.3,HIGH,7.8
CVE-2021-39703,2022-03-07 00:00:00,2022-03-01,system,2022-03-16,2022-03-16,2021-12-03 14:00:12+08:00,2021-12-13 02:54:01+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-39704,2022-03-07 00:00:00,2022-03-01,system,2022-03-16,2022-03-16,2022-01-07 16:28:52-05:00,2022-01-12 15:17:31+00:00,MEDIUM,4.6,HIGH,7.8
CVE-2021-39706,2022-03-07 00:00:00,2022-03-01,system,2022-03-16,2022-03-16,2022-01-05 22:19:29+00:00,2022-01-10 17:45:00+00:00,HIGH,9.3,HIGH,7.8
CVE-2021-39707,2022-03-07 00:00:00,2022-03-01,system,2022-03-16,2022-03-16,2022-01-06 20:53:48+08:00,2022-01-07 04:25:25+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-39709,2022-03-07 00:00:00,2022-03-01,system,2022-03-16,2022-03-16,2022-01-06 14:50:22-08:00,2022-01-06 22:52:49+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-39667,2022-03-07 00:00:00,2022-03-01,google play system updates,2022-03-16,2022-03-16,,,MEDIUM,4.3,MEDIUM,6.5
CVE-2021-39694,2022-03-07 00:00:00,2022-03-01,framework,2022-03-16,2022-03-16,,,HIGH,7.2,HIGH,7.8
CVE-2020-29368,2022-03-07 00:00:00,2022-03-01,kernel components,2020-11-28,2021-01-08,2020-05-27 19:06:24-04:00,2020-06-03 20:06:45-07:00,MEDIUM,6.9,HIGH,7.0
CVE-2021-39685,2022-03-07 00:00:00,2022-03-01,kernel components,2022-03-16,2022-03-16,2021-12-09 18:59:27+01:00,2021-12-15 21:25:04+01:00,HIGH,7.2,HIGH,7.8
CVE-2021-39686,2022-03-07 00:00:00,2022-03-01,kernel components,2022-03-16,2022-03-16,2021-10-12 09:56:12-07:00,2021-11-11 19:05:25-08:00,MEDIUM,6.9,HIGH,7.0
CVE-2021-39698,2022-03-07 00:00:00,2022-03-01,kernel components,2022-03-16,2022-03-16,2021-12-08 17:04:51-08:00,2021-12-09 10:49:56-08:00,HIGH,7.2,HIGH,7.8
CVE-2021-3655,2022-03-07 00:00:00,2022-03-01,kernel components,2021-08-05,2021-12-16,2021-06-28 16:13:41-03:00,2021-09-26 14:08:56+02:00,LOW,2.1,LOW,3.3
CVE-2022-20047,2022-03-07 00:00:00,2022-03-01,mediatek components,2022-03-09,2022-03-09,,,HIGH,7.2,HIGH,7.8
CVE-2022-20048,2022-03-07 00:00:00,2022-03-01,mediatek components,2022-03-09,2022-03-09,,,HIGH,7.2,HIGH,7.8
CVE-2022-20053,2022-03-07 00:00:00,2022-03-01,mediatek components,2022-03-09,2022-03-09,,,HIGH,7.2,HIGH,7.8
CVE-2021-35088,2022-03-07 00:00:00,2022-03-01,qualcomm components,2022-04-01,2022-04-01,,,MEDIUM,6.4,CRITICAL,9.1
CVE-2021-35103,2022-03-07 00:00:00,2022-03-01,qualcomm components,2022-04-01,2022-04-01,,,HIGH,7.2,HIGH,7.8
CVE-2021-35105,2022-03-07 00:00:00,2022-03-01,qualcomm components,2022-04-01,2022-04-01,2021-09-13 10:29:25+00:00,2021-09-29 14:47:38+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-35106,2022-03-07 00:00:00,2022-03-01,qualcomm components,2022-04-01,2022-04-01,2021-09-20 10:12:25+00:00,2021-10-07 05:05:12+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-35117,2022-03-07 00:00:00,2022-03-01,qualcomm components,2022-04-01,2022-04-01,2021-09-14 04:26:52+00:00,2021-09-23 02:43:31+00:00,HIGH,9.4,CRITICAL,9.1
CVE-2021-1942,2022-03-07 00:00:00,2022-03-01,qualcomm closed-source components,2022-04-01,2022-04-01,,,HIGH,7.2,HIGH,8.8
CVE-2021-35110,2022-03-07 00:00:00,2022-03-01,qualcomm closed-source components,2022-04-01,2022-04-01,,,HIGH,7.2,HIGH,8.8
CVE-2021-1950,2022-03-07 00:00:00,2022-03-01,qualcomm closed-source components,2022-04-01,2022-04-01,,,HIGH,7.2,HIGH,7.8
CVE-2021-30328,2022-03-07 00:00:00,2022-03-01,qualcomm closed-source components,2022-04-01,2022-04-01,,,HIGH,7.8,HIGH,7.5
CVE-2021-30329,2022-03-07 00:00:00,2022-03-01,qualcomm closed-source components,2022-04-01,2022-04-01,,,HIGH,7.8,HIGH,7.5
CVE-2021-30332,2022-03-07 00:00:00,2022-03-01,qualcomm closed-source components,2022-04-01,2022-04-01,,,MEDIUM,5.0,HIGH,7.5
CVE-2021-30333,2022-03-07 00:00:00,2022-03-01,qualcomm closed-source components,2022-04-01,2022-04-01,,,MEDIUM,4.6,HIGH,7.8
CVE-2021-39694,2022-03-07 00:00:00,2022-03-01,google play system updates,2022-03-16,2022-03-16,,,HIGH,7.2,HIGH,7.8
CVE-2021-0341,2021-02-01 00:00:00,2021-02-01,android runtime,2021-02-10,2021-02-10,2020-12-04 09:25:28+00:00,2020-12-15 21:46:03+00:00,MEDIUM,5.0,HIGH,7.5
CVE-2021-0302,2021-02-01 00:00:00,2021-02-01,framework,2021-02-10,2021-02-10,2020-04-29 11:45:56-07:00,2020-05-28 17:41:54-07:00,HIGH,9.3,HIGH,7.8
CVE-2021-0305,2021-02-01 00:00:00,2021-02-01,framework,2021-02-10,2021-02-10,2020-04-29 11:45:56-07:00,2020-08-02 14:59:04+08:00,HIGH,9.3,HIGH,7.8
CVE-2021-0314,2021-02-01 00:00:00,2021-02-01,framework,2021-02-10,2021-02-10,2020-10-28 14:00:32-07:00,2020-11-18 22:51:24+00:00,MEDIUM,6.9,HIGH,7.3
CVE-2021-0327,2021-02-01 00:00:00,2021-02-01,framework,2021-02-10,2021-02-10,2020-11-18 19:59:44+00:00,2020-12-15 21:45:46+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0330,2021-02-01 00:00:00,2021-02-01,framework,2021-02-10,2021-02-10,2020-11-20 09:30:29-08:00,2020-12-15 21:46:28+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0334,2021-02-01 00:00:00,2021-02-01,framework,2021-02-10,2021-02-10,2020-10-28 13:25:44-07:00,2020-12-15 21:45:51+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0337,2021-02-01 00:00:00,2021-02-01,framework,2021-02-10,2021-02-10,2020-08-10 16:43:33+08:00,2020-08-26 06:29:00+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0339,2021-02-01 00:00:00,2021-02-01,framework,2021-02-10,2021-02-10,2020-02-10 18:41:57+08:00,2020-05-06 10:00:10-07:00,HIGH,9.3,HIGH,7.8
CVE-2021-0340,2021-02-01 00:00:00,2021-02-01,framework,2021-02-10,2021-02-10,2020-06-17 16:58:24+01:00,2020-06-20 23:53:25+00:00,HIGH,9.3,HIGH,8.8
CVE-2021-0338,2021-02-01 00:00:00,2021-02-01,framework,2021-02-10,2021-02-10,2020-12-01 12:02:44-08:00,2020-12-15 21:45:55+00:00,MEDIUM,4.9,MEDIUM,5.5
CVE-2021-0325,2021-02-01 00:00:00,2021-02-01,media framework,2021-02-10,2021-02-10,2020-12-02 11:54:47-08:00,2020-12-15 21:45:29+00:00,HIGH,9.3,HIGH,8.8
CVE-2021-0332,2021-02-01 00:00:00,2021-02-01,media framework,2021-02-10,2021-02-10,2020-12-09 00:36:11+00:00,2020-12-15 21:46:00+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0335,2021-02-01 00:00:00,2021-02-01,media framework,2021-02-10,2021-02-10,2020-10-01 14:50:32-07:00,2020-12-15 21:45:41+00:00,MEDIUM,4.3,MEDIUM,6.5
CVE-2021-0326,2021-02-01 00:00:00,2021-02-01,system,2021-02-10,2021-04-22,2020-11-09 11:43:12+02:00,2020-12-15 21:45:36+00:00,HIGH,7.9,HIGH,7.5
CVE-2021-0328,2021-02-01 00:00:00,2021-02-01,system,2021-02-10,2021-02-10,2020-11-16 15:54:00+01:00,2020-12-15 21:46:12+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0329,2021-02-01 00:00:00,2021-02-01,system,2021-02-10,2021-02-10,2020-11-20 17:00:39+01:00,2020-12-15 21:46:08+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0331,2021-02-01 00:00:00,2021-02-01,system,2021-02-10,2021-02-10,2020-11-03 14:22:42-08:00,2020-12-15 21:46:16+00:00,MEDIUM,6.9,HIGH,7.3
CVE-2021-0333,2021-02-01 00:00:00,2021-02-01,system,2021-02-10,2021-02-10,2020-11-19 13:31:08+01:00,2020-12-15 21:46:21+00:00,MEDIUM,6.9,HIGH,7.3
CVE-2021-0336,2021-02-01 00:00:00,2021-02-01,system,2021-02-10,2021-02-10,2020-11-10 16:45:44-08:00,2020-12-15 21:46:25+00:00,HIGH,7.2,HIGH,7.8
CVE-2021-0325,2021-02-01 00:00:00,2021-02-01,google play system updates,2021-02-10,2021-02-10,,,HIGH,9.3,HIGH,8.8
CVE-2017-18509,2021-02-01 00:00:00,2021-02-01,kernel components,2019-08-13,2019-10-09,2017-02-24 16:29:06+08:00,2017-02-26 21:25:46-05:00,HIGH,7.2,HIGH,7.8
CVE-2020-11272,2021-02-01 00:00:00,2021-02-01,qualcomm components,2021-02-22,2021-02-22,2020-01-08 14:23:43+00:00,2020-09-23 21:30:05+00:00,HIGH,10.0,CRITICAL,9.8
CVE-2020-11271,2021-02-01 00:00:00,2021-02-01,qualcomm components,2021-02-22,2021-02-22,,,HIGH,7.2,HIGH,7.8
CVE-2020-11277,2021-02-01 00:00:00,2021-02-01,qualcomm components,2021-02-22,2021-02-22,,,MEDIUM,6.9,HIGH,7.4
CVE-2020-11282,2021-02-01 00:00:00,2021-02-01,qualcomm components,2021-02-22,2021-02-22,,,MEDIUM,4.6,HIGH,7.8
CVE-2020-11286,2021-02-01 00:00:00,2021-02-01,qualcomm components,2021-02-22,2021-02-22,2020-09-16 11:50:10+00:00,2020-09-30 16:26:27+00:00,MEDIUM,4.6,MEDIUM,6.8
CVE-2020-11297,2021-02-01 00:00:00,2021-02-01,qualcomm components,2021-02-22,2021-02-22,2019-12-18 06:59:28+00:00,2020-01-07 11:26:53+00:00,HIGH,7.8,HIGH,7.5
CVE-2020-11163,2021-02-01 00:00:00,2021-02-01,qualcomm closed-source components,2021-02-22,2021-02-22,,,HIGH,10.0,CRITICAL,9.8
CVE-2020-11170,2021-02-01 00:00:00,2021-02-01,qualcomm closed-source components,2021-02-22,2021-02-22,,,HIGH,10.0,CRITICAL,9.8
CVE-2020-11177,2021-02-01 00:00:00,2021-02-01,qualcomm closed-source components,2021-02-22,2021-02-22,,,HIGH,7.2,HIGH,8.8
CVE-2020-11180,2021-02-01 00:00:00,2021-02-01,qualcomm closed-source components,2021-01-21,2021-01-21,,,HIGH,7.2,HIGH,7.8
CVE-2020-11187,2021-02-01 00:00:00,2021-02-01,qualcomm closed-source components,2021-02-22,2021-02-22,,,HIGH,7.2,HIGH,7.8
